Id,count,people_v
1,14,30
52,23,39
50,21,49
51,23,56
2,14,49
56,12,31
3,28,39
5,31,51
8,29,40
4,21,56
41,18,59
53,37,51
6,13,31
49,14,31
7,31,46
57,31,46
42,33,27
40,35,31
45,21,30
9,35,66
10,34,38
11,32,31
38,28,28
54,23,38
46,24,39
55,29,48
12,30,48
13,26,25
47,16,16
48,26,25
14,24,30
22,28,31
44,21,26
15,22,26
19,25,39
43,30,40
16,27,39
18,16,18
21,25,30
27,16,19
17,34,45
33,14,24
39,28,63
20,17,16
36,21,29
37,27,32
30,24,10
23,33,40
24,14,15
31,25,12
32,11,28
25,17,29
26,17,30
34,16,12
35,19,14
28,21,19
29,22,9
