Id,count,people_v
1,21,30
52,28,39
50,25,49
51,29,56
2,23,49
56,18,31
3,36,39
5,35,51
8,30,40
4,24,56
41,16,59
53,29,51
6,26,31
49,26,31
7,24,46
57,25,46
42,21,27
40,22,31
45,17,30
9,28,66
10,21,38
11,25,31
38,23,28
54,18,38
46,25,39
55,19,48
12,20,48
13,17,25
47,16,16
48,15,25
14,19,30
22,22,31
44,23,26
15,21,26
19,29,39
43,35,40
16,30,39
18,13,18
21,25,30
27,20,19
17,31,45
33,36,24
39,29,63
20,13,16
36,15,29
37,20,32
30,19,10
23,30,40
24,24,15
31,18,12
32,21,28
25,39,29
26,16,30
34,20,12
35,22,14
28,18,19
29,21,9
