Id,count,people_v
1,17,30
52,28,39
50,19,49
51,26,56
2,18,49
56,17,31
3,30,39
5,26,51
8,30,40
4,28,56
41,26,59
53,31,51
6,21,31
49,24,31
7,28,46
57,27,46
42,25,27
40,35,31
45,8,30
9,37,66
10,25,38
11,25,31
38,31,28
54,27,38
46,32,39
55,23,48
12,20,48
13,17,25
47,15,16
48,20,25
14,10,30
22,26,31
44,10,26
15,10,26
19,13,39
43,31,40
16,37,39
18,30,18
21,25,30
27,26,19
17,32,45
33,15,24
39,13,63
20,19,16
36,23,29
37,27,32
30,23,10
23,33,40
24,15,15
31,24,12
32,15,28
25,18,29
26,27,30
34,31,12
35,23,14
28,24,19
29,27,9
