Id,count,people_v
1,25,30
52,32,39
50,21,49
51,23,56
2,18,49
56,15,31
3,31,39
5,31,51
8,26,40
4,21,56
41,15,59
53,37,51
6,15,31
49,18,31
7,21,46
57,20,46
42,30,27
40,31,31
45,19,30
9,34,66
10,34,38
11,34,31
38,27,28
54,31,38
46,33,39
55,29,48
12,31,48
13,24,25
47,18,16
48,20,25
14,17,30
22,22,31
44,12,26
15,13,26
19,21,39
43,32,40
16,35,39
18,31,18
21,20,30
27,20,19
17,29,45
33,15,24
39,26,63
20,17,16
36,18,29
37,20,32
30,16,10
23,32,40
24,20,15
31,18,12
32,17,28
25,17,29
26,16,30
34,18,12
35,19,14
28,21,19
29,22,9
