Id,count,people_v
1,21,30
52,28,39
50,18,49
51,21,56
2,23,49
56,19,31
3,30,39
5,35,51
8,37,40
4,18,56
41,14,59
53,31,51
6,23,31
49,26,31
7,34,46
57,38,46
42,27,27
40,34,31
45,19,30
9,44,66
10,32,38
11,31,31
38,23,28
54,33,38
46,25,39
55,35,48
12,24,48
13,16,25
47,18,16
48,11,25
14,16,30
22,19,31
44,20,26
15,19,26
19,23,39
43,19,40
16,26,39
18,16,18
21,18,30
27,22,19
17,23,45
33,32,24
39,25,63
20,18,16
36,16,29
37,14,32
30,15,10
23,18,40
24,22,15
31,18,12
32,20,28
25,28,29
26,21,30
34,17,12
35,17,14
28,22,19
29,19,9
