Id,count,people_v
1,25,30
52,34,39
50,20,49
51,24,56
2,19,49
56,16,31
3,32,39
5,22,51
8,30,40
4,24,56
41,21,59
53,21,51
6,15,31
49,16,31
7,27,46
57,29,46
42,24,27
40,29,31
45,19,30
9,33,66
10,26,38
11,26,31
38,26,28
54,25,38
46,32,39
55,28,48
12,26,48
13,18,25
47,16,16
48,19,25
14,19,30
22,30,31
44,14,26
15,13,26
19,26,39
43,33,40
16,34,39
18,21,18
21,19,30
27,24,19
17,33,45
33,35,24
39,24,63
20,17,16
36,15,29
37,14,32
30,26,10
23,29,40
24,33,15
31,28,12
32,31,28
25,34,29
26,21,30
34,22,12
35,17,14
28,15,19
29,16,9
