Id,count,people_v
1,15,30
52,25,39
50,16,49
51,25,56
2,15,49
56,12,31
3,27,39
5,34,51
8,27,40
4,23,56
41,20,59
53,32,51
6,16,31
49,17,31
7,19,46
57,15,46
42,22,27
40,33,31
45,20,30
9,35,66
10,23,38
11,28,31
38,19,28
54,25,38
46,28,39
55,30,48
12,26,48
13,21,25
47,17,16
48,20,25
14,23,30
22,38,31
44,18,26
15,19,26
19,19,39
43,37,40
16,30,39
18,22,18
21,19,30
27,20,19
17,26,45
33,29,24
39,21,63
20,16,16
36,24,29
37,18,32
30,31,10
23,46,40
24,26,15
31,32,12
32,24,28
25,28,29
26,22,30
34,15,12
35,19,14
28,21,19
29,22,9
