Id,count,people_v
1,16,30
52,26,39
50,20,49
51,21,56
2,16,49
56,11,31
3,27,39
5,37,51
8,30,40
4,18,56
41,18,59
53,38,51
6,11,31
49,16,31
7,29,46
57,30,46
42,27,27
40,31,31
45,27,30
9,30,66
10,22,38
11,19,31
38,25,28
54,29,38
46,23,39
55,18,48
12,20,48
13,18,25
47,18,16
48,16,25
14,21,30
22,33,31
44,16,26
15,17,26
19,21,39
43,36,40
16,21,39
18,20,18
21,24,30
27,24,19
17,26,45
33,28,24
39,21,63
20,21,16
36,24,29
37,25,32
30,24,10
23,40,40
24,29,15
31,26,12
32,29,28
25,31,29
26,27,30
34,22,12
35,23,14
28,23,19
29,26,9
