Id,count,people_v
1,16,30
52,27,39
50,19,49
51,24,56
2,15,49
56,16,31
3,32,39
5,34,51
8,35,40
4,25,56
41,22,59
53,24,51
6,19,31
49,22,31
7,22,46
57,22,46
42,24,27
40,33,31
45,21,30
9,39,66
10,26,38
11,28,31
38,29,28
54,26,38
46,32,39
55,27,48
12,21,48
13,22,25
47,17,16
48,18,25
14,22,30
22,22,31
44,19,26
15,16,26
19,23,39
43,31,40
16,29,39
18,24,18
21,25,30
27,19,19
17,32,45
33,23,24
39,26,63
20,18,16
36,26,29
37,21,32
30,18,10
23,31,40
24,25,15
31,18,12
32,24,28
25,26,29
26,17,30
34,18,12
35,25,14
28,23,19
29,24,9
