Id,count,people_v
1,23,30
52,33,39
50,27,49
51,32,56
2,20,49
56,16,31
3,34,39
5,31,51
8,31,40
4,26,56
41,22,59
53,28,51
6,19,31
49,28,31
7,25,46
57,23,46
42,22,27
40,35,31
45,20,30
9,36,66
10,24,38
11,26,31
38,29,28
54,31,38
46,21,39
55,28,48
12,28,48
13,27,25
47,13,16
48,25,25
14,17,30
22,21,31
44,14,26
15,15,26
19,32,39
43,27,40
16,24,39
18,18,18
21,14,30
27,20,19
17,30,45
33,15,24
39,28,63
20,15,16
36,18,29
37,12,32
30,16,10
23,27,40
24,19,15
31,16,12
32,16,28
25,17,29
26,12,30
34,19,12
35,23,14
28,24,19
29,23,9
