Id,count,people_v
1,11,30
52,24,39
50,18,49
51,14,56
2,20,49
56,18,31
3,34,39
5,39,51
8,34,40
4,19,56
41,19,59
53,31,51
6,19,31
49,22,31
7,29,46
57,29,46
42,28,27
40,29,31
45,17,30
9,33,66
10,28,38
11,24,31
38,21,28
54,29,38
46,23,39
55,22,48
12,20,48
13,21,25
47,20,16
48,19,25
14,14,30
22,19,31
44,8,26
15,12,26
19,20,39
43,25,40
16,23,39
18,23,18
21,21,30
27,26,19
17,23,45
33,31,24
39,23,63
20,25,16
36,33,29
37,26,32
30,19,10
23,26,40
24,22,15
31,20,12
32,20,28
25,31,29
26,18,30
34,24,12
35,34,14
28,36,19
29,36,9
