Id,count,people_v
1,21,30
52,30,39
50,16,49
51,18,56
2,15,49
56,16,31
3,36,39
5,26,51
8,29,40
4,20,56
41,15,59
53,25,51
6,20,31
49,21,31
7,22,46
57,28,46
42,38,27
40,31,31
45,22,30
9,40,66
10,22,38
11,18,31
38,30,28
54,22,38
46,23,39
55,32,48
12,28,48
13,26,25
47,21,16
48,28,25
14,20,30
22,26,31
44,13,26
15,10,26
19,20,39
43,40,40
16,26,39
18,23,18
21,12,30
27,28,19
17,38,45
33,22,24
39,21,63
20,26,16
36,14,29
37,15,32
30,23,10
23,41,40
24,24,15
31,26,12
32,21,28
25,23,29
26,26,30
34,28,12
35,17,14
28,15,19
29,15,9
