Id,count,people_v
1,23,30
52,30,39
50,21,49
51,20,56
2,15,49
56,17,31
3,26,39
5,30,51
8,38,40
4,18,56
41,13,59
53,31,51
6,18,31
49,21,31
7,22,46
57,20,46
42,25,27
40,30,31
45,21,30
9,28,66
10,30,38
11,20,31
38,29,28
54,26,38
46,32,39
55,23,48
12,25,48
13,21,25
47,13,16
48,23,25
14,23,30
22,30,31
44,17,26
15,16,26
19,12,39
43,25,40
16,34,39
18,18,18
21,20,30
27,19,19
17,30,45
33,36,24
39,11,63
20,14,16
36,19,29
37,18,32
30,26,10
23,30,40
24,25,15
31,28,12
32,25,28
25,38,29
26,22,30
34,20,12
35,22,14
28,21,19
29,20,9
