Id,count,people_v
1,22,30
52,27,39
50,23,49
51,22,56
2,15,49
56,17,31
3,31,39
5,31,51
8,37,40
4,23,56
41,22,59
53,27,51
6,22,31
49,27,31
7,26,46
57,31,46
42,30,27
40,37,31
45,30,30
9,34,66
10,23,38
11,32,31
38,27,28
54,25,38
46,36,39
55,26,48
12,23,48
13,22,25
47,14,16
48,24,25
14,31,30
22,20,31
44,15,26
15,17,26
19,19,39
43,18,40
16,35,39
18,25,18
21,14,30
27,25,19
17,26,45
33,21,24
39,19,63
20,15,16
36,14,29
37,17,32
30,15,10
23,21,40
24,16,15
31,17,12
32,15,28
25,20,29
26,23,30
34,27,12
35,18,14
28,18,19
29,18,9
