Id,count,people_v
1,12,30
52,19,39
50,18,49
51,17,56
2,20,49
56,15,31
3,24,39
5,30,51
8,23,40
4,19,56
41,15,59
53,28,51
6,14,31
49,12,31
7,23,46
57,23,46
42,29,27
40,32,31
45,18,30
9,36,66
10,22,38
11,29,31
38,35,28
54,22,38
46,38,39
55,32,48
12,33,48
13,23,25
47,21,16
48,25,25
14,17,30
22,23,31
44,16,26
15,23,26
19,33,39
43,31,40
16,39,39
18,27,18
21,25,30
27,19,19
17,38,45
33,28,24
39,28,63
20,21,16
36,21,29
37,24,32
30,16,10
23,28,40
24,22,15
31,15,12
32,22,28
25,31,29
26,22,30
34,25,12
35,23,14
28,24,19
29,22,9
