Id,count,people_v
1,25,30
52,31,39
50,23,49
51,27,56
2,25,49
56,22,31
3,32,39
5,38,51
8,33,40
4,21,56
41,18,59
53,34,51
6,18,31
49,24,31
7,31,46
57,33,46
42,29,27
40,24,31
45,23,30
9,27,66
10,12,38
11,21,31
38,17,28
54,16,38
46,22,39
55,18,48
12,20,48
13,12,25
47,14,16
48,15,25
14,28,30
22,27,31
44,28,26
15,25,26
19,24,39
43,33,40
16,28,39
18,18,18
21,21,30
27,16,19
17,18,45
33,19,24
39,25,63
20,15,16
36,24,29
37,17,32
30,24,10
23,33,40
24,21,15
31,24,12
32,19,28
25,22,29
26,17,30
34,15,12
35,24,14
28,21,19
29,25,9
