Id,count,people_v
1,22,30
52,22,39
50,31,49
51,38,56
2,31,49
56,21,31
3,27,39
5,31,51
8,27,40
4,35,56
41,26,59
53,26,51
6,24,31
49,22,31
7,23,46
57,26,46
42,15,27
40,25,31
45,18,30
9,30,66
10,24,38
11,17,31
38,28,28
54,25,38
46,35,39
55,24,48
12,20,48
13,21,25
47,18,16
48,18,25
14,20,30
22,24,31
44,11,26
15,9,26
19,15,39
43,18,40
16,34,39
18,22,18
21,23,30
27,27,19
17,34,45
33,20,24
39,17,63
20,20,16
36,13,29
37,22,32
30,19,10
23,25,40
24,17,15
31,19,12
32,16,28
25,25,29
26,21,30
34,24,12
35,22,14
28,19,19
29,18,9
