Id,count,people_v
1,17,30
52,22,39
50,20,49
51,28,56
2,21,49
56,20,31
3,31,39
5,32,51
8,31,40
4,23,56
41,25,59
53,30,51
6,21,31
49,18,31
7,28,46
57,27,46
42,27,27
40,35,31
45,20,30
9,34,66
10,28,38
11,22,31
38,32,28
54,30,38
46,26,39
55,27,48
12,25,48
13,21,25
47,21,16
48,20,25
14,22,30
22,29,31
44,23,26
15,19,26
19,19,39
43,27,40
16,26,39
18,27,18
21,23,30
27,18,19
17,31,45
33,14,24
39,19,63
20,20,16
36,15,29
37,23,32
30,20,10
23,32,40
24,21,15
31,21,12
32,18,28
25,16,29
26,20,30
34,13,12
35,19,14
28,17,19
29,16,9
