Id,count,people_v
1,10,30
52,19,39
50,20,49
51,18,56
2,21,49
56,17,31
3,23,39
5,34,51
8,21,40
4,19,56
41,18,59
53,37,51
6,14,31
49,22,31
7,32,46
57,31,46
42,31,27
40,36,31
45,27,30
9,30,66
10,28,38
11,22,31
38,26,28
54,25,38
46,26,39
55,23,48
12,20,48
13,21,25
47,16,16
48,24,25
14,27,30
22,28,31
44,17,26
15,15,26
19,24,39
43,31,40
16,26,39
18,26,18
21,14,30
27,23,19
17,30,45
33,31,24
39,23,63
20,16,16
36,23,29
37,18,32
30,20,10
23,28,40
24,21,15
31,20,12
32,21,28
25,30,29
26,20,30
34,19,12
35,29,14
28,27,19
29,27,9
