Id,count,people_v
1,18,30
52,32,39
50,13,49
51,21,56
2,10,49
56,13,31
3,32,39
5,34,51
8,39,40
4,23,56
41,17,59
53,39,51
6,12,31
49,16,31
7,26,46
57,26,46
42,25,27
40,36,31
45,19,30
9,33,66
10,32,38
11,22,31
38,32,28
54,35,38
46,31,39
55,34,48
12,25,48
13,19,25
47,16,16
48,18,25
14,15,30
22,24,31
44,12,26
15,13,26
19,23,39
43,28,40
16,34,39
18,25,18
21,29,30
27,23,19
17,34,45
33,23,24
39,23,63
20,12,16
36,20,29
37,26,32
30,21,10
23,28,40
24,17,15
31,25,12
32,15,28
25,28,29
26,17,30
34,21,12
35,21,14
28,18,19
29,22,9
