Id,count,people_v
1,17,30
52,32,39
50,15,49
51,20,56
2,15,49
56,13,31
3,37,39
5,30,51
8,29,40
4,22,56
41,20,59
53,30,51
6,19,31
49,23,31
7,31,46
57,30,46
42,35,27
40,34,31
45,25,30
9,33,66
10,19,38
11,24,31
38,20,28
54,20,38
46,21,39
55,28,48
12,24,48
13,19,25
47,25,16
48,19,25
14,17,30
22,26,31
44,13,26
15,20,26
19,23,39
43,35,40
16,23,39
18,11,18
21,17,30
27,18,19
17,28,45
33,30,24
39,20,63
20,20,16
36,27,29
37,21,32
30,21,10
23,38,40
24,26,15
31,24,12
32,25,28
25,28,29
26,17,30
34,16,12
35,23,14
28,25,19
29,23,9
