Id,count,people_v
1,24,30
52,33,39
50,17,49
51,31,56
2,16,49
56,15,31
3,41,39
5,31,51
8,28,40
4,22,56
41,21,59
53,36,51
6,21,31
49,29,31
7,25,46
57,29,46
42,27,27
40,30,31
45,29,30
9,28,66
10,26,38
11,28,31
38,34,28
54,27,38
46,30,39
55,24,48
12,22,48
13,17,25
47,13,16
48,14,25
14,22,30
22,27,31
44,15,26
15,12,26
19,31,39
43,35,40
16,26,39
18,19,18
21,15,30
27,9,19
17,32,45
33,16,24
39,24,63
20,16,16
36,20,29
37,15,32
30,17,10
23,34,40
24,15,15
31,15,12
32,15,28
25,22,29
26,16,30
34,10,12
35,21,14
28,22,19
29,21,9
