Id,count,people_v
1,17,30
52,28,39
50,15,49
51,15,56
2,10,49
56,15,31
3,32,39
5,34,51
8,42,40
4,18,56
41,22,59
53,25,51
6,14,31
49,23,31
7,28,46
57,22,46
42,33,27
40,49,31
45,24,30
9,48,66
10,34,38
11,36,31
38,19,28
54,34,38
46,36,39
55,21,48
12,25,48
13,27,25
47,25,16
48,27,25
14,22,30
22,20,31
44,10,26
15,15,26
19,21,39
43,23,40
16,34,39
18,17,18
21,18,30
27,27,19
17,16,45
33,12,24
39,17,63
20,27,16
36,26,29
37,20,32
30,12,10
23,23,40
24,20,15
31,12,12
32,16,28
25,19,29
26,12,30
34,19,12
35,20,14
28,23,19
29,24,9
