Id,count,people_v
1,19,30
52,26,39
50,30,49
51,30,56
2,28,49
56,16,31
3,25,39
5,29,51
8,33,40
4,30,56
41,28,59
53,30,51
6,10,31
49,15,31
7,30,46
57,32,46
42,32,27
40,33,31
45,17,30
9,34,66
10,27,38
11,26,31
38,25,28
54,27,38
46,33,39
55,25,48
12,21,48
13,20,25
47,15,16
48,20,25
14,18,30
22,29,31
44,12,26
15,13,26
19,25,39
43,31,40
16,31,39
18,29,18
21,15,30
27,25,19
17,28,45
33,17,24
39,26,63
20,12,16
36,18,29
37,13,32
30,23,10
23,32,40
24,17,15
31,22,12
32,13,28
25,15,29
26,16,30
34,24,12
35,17,14
28,20,19
29,22,9
