Id,count,people_v
1,20,30
52,28,39
50,15,49
51,25,56
2,15,49
56,15,31
3,33,39
5,38,51
8,30,40
4,21,56
41,25,59
53,35,51
6,17,31
49,19,31
7,28,46
57,30,46
42,19,27
40,30,31
45,20,30
9,34,66
10,25,38
11,32,31
38,30,28
54,30,38
46,28,39
55,32,48
12,23,48
13,21,25
47,18,16
48,21,25
14,19,30
22,22,31
44,19,26
15,15,26
19,30,39
43,31,40
16,30,39
18,20,18
21,21,30
27,14,19
17,31,45
33,26,24
39,33,63
20,18,16
36,22,29
37,24,32
30,17,10
23,26,40
24,17,15
31,17,12
32,11,28
25,25,29
26,15,30
34,17,12
35,23,14
28,20,19
29,21,9
