Id,count,people_v
1,17,30
52,23,39
50,21,49
51,29,56
2,21,49
56,15,31
3,30,39
5,31,51
8,32,40
4,28,56
41,21,59
53,27,51
6,19,31
49,19,31
7,20,46
57,23,46
42,24,27
40,33,31
45,17,30
9,35,66
10,23,38
11,20,31
38,13,28
54,21,38
46,26,39
55,30,48
12,31,48
13,28,25
47,23,16
48,21,25
14,17,30
22,33,31
44,12,26
15,10,26
19,26,39
43,37,40
16,22,39
18,19,18
21,17,30
27,20,19
17,19,45
33,30,24
39,18,63
20,20,16
36,19,29
37,17,32
30,24,10
23,38,40
24,20,15
31,24,12
32,18,28
25,34,29
26,26,30
34,21,12
35,18,14
28,18,19
29,21,9
