Id,count,people_v
1,24,30
52,30,39
50,24,49
51,33,56
2,22,49
56,12,31
3,27,39
5,36,51
8,39,40
4,24,56
41,17,59
53,29,51
6,11,31
49,12,31
7,25,46
57,26,46
42,22,27
40,39,31
45,25,30
9,37,66
10,23,38
11,30,31
38,17,28
54,20,38
46,30,39
55,26,48
12,24,48
13,12,25
47,15,16
48,12,25
14,27,30
22,29,31
44,15,26
15,15,26
19,24,39
43,28,40
16,23,39
18,14,18
21,22,30
27,29,19
17,19,45
33,21,24
39,23,63
20,18,16
36,22,29
37,22,32
30,23,10
23,32,40
24,16,15
31,23,12
32,14,28
25,24,29
26,25,30
34,25,12
35,27,14
28,24,19
29,24,9
