Id,count,people_v
1,21,30
52,32,39
50,20,49
51,23,56
2,16,49
56,15,31
3,38,39
5,33,51
8,29,40
4,24,56
41,16,59
53,32,51
6,24,31
49,24,31
7,25,46
57,21,46
42,28,27
40,27,31
45,14,30
9,33,66
10,28,38
11,24,31
38,25,28
54,27,38
46,30,39
55,29,48
12,28,48
13,24,25
47,21,16
48,20,25
14,17,30
22,20,31
44,12,26
15,10,26
19,15,39
43,23,40
16,33,39
18,28,18
21,19,30
27,22,19
17,27,45
33,23,24
39,15,63
20,21,16
36,21,29
37,21,32
30,18,10
23,32,40
24,15,15
31,19,12
32,12,28
25,26,29
26,25,30
34,19,12
35,24,14
28,21,19
29,26,9
