Id,count,people_v
1,18,30
52,23,39
50,18,49
51,22,56
2,15,49
56,14,31
3,27,39
5,29,51
8,32,40
4,18,56
41,14,59
53,25,51
6,19,31
49,22,31
7,27,46
57,25,46
42,31,27
40,37,31
45,20,30
9,35,66
10,27,38
11,24,31
38,30,28
54,23,38
46,25,39
55,22,48
12,17,48
13,18,25
47,18,16
48,16,25
14,23,30
22,35,31
44,17,26
15,17,26
19,25,39
43,35,40
16,23,39
18,25,18
21,18,30
27,22,19
17,31,45
33,26,24
39,23,63
20,19,16
36,20,29
37,25,32
30,26,10
23,36,40
24,28,15
31,27,12
32,23,28
25,34,29
26,22,30
34,20,12
35,23,14
28,23,19
29,20,9
