Id,count,people_v
1,19,30
52,23,39
50,18,49
51,22,56
2,16,49
56,11,31
3,23,39
5,35,51
8,26,40
4,24,56
41,23,59
53,30,51
6,8,31
49,14,31
7,34,46
57,37,46
42,37,27
40,26,31
45,23,30
9,30,66
10,24,38
11,20,31
38,28,28
54,28,38
46,26,39
55,35,48
12,32,48
13,33,25
47,19,16
48,35,25
14,28,30
22,27,31
44,20,26
15,21,26
19,31,39
43,26,40
16,31,39
18,24,18
21,12,30
27,16,19
17,27,45
33,24,24
39,31,63
20,18,16
36,18,29
37,12,32
30,23,10
23,17,40
24,22,15
31,21,12
32,22,28
25,28,29
26,19,30
34,21,12
35,23,14
28,20,19
29,20,9
