Id,count,people_v
1,21,30
52,27,39
50,8,49
51,20,56
2,10,49
56,11,31
3,30,39
5,31,51
8,28,40
4,20,56
41,22,59
53,33,51
6,22,31
49,31,31
7,40,46
57,41,46
42,37,27
40,23,31
45,18,30
9,22,66
10,21,38
11,23,31
38,25,28
54,23,38
46,27,39
55,33,48
12,23,48
13,30,25
47,20,16
48,32,25
14,17,30
22,27,31
44,11,26
15,13,26
19,25,39
43,30,40
16,26,39
18,30,18
21,20,30
27,17,19
17,30,45
33,29,24
39,22,63
20,21,16
36,14,29
37,21,32
30,23,10
23,33,40
24,26,15
31,19,12
32,22,28
25,31,29
26,24,30
34,15,12
35,20,14
28,19,19
29,17,9
