Id,count,people_v
1,26,30
52,31,39
50,19,49
51,25,56
2,21,49
56,18,31
3,35,39
5,29,51
8,30,40
4,25,56
41,16,59
53,31,51
6,18,31
49,13,31
7,27,46
57,25,46
42,20,27
40,22,31
45,16,30
9,33,66
10,26,38
11,29,31
38,18,28
54,25,38
46,37,39
55,38,48
12,36,48
13,19,25
47,20,16
48,18,25
14,10,30
22,18,31
44,14,26
15,15,26
19,25,39
43,32,40
16,33,39
18,15,18
21,21,30
27,18,19
17,20,45
33,20,24
39,23,63
20,22,16
36,16,29
37,22,32
30,15,10
23,40,40
24,24,15
31,17,12
32,23,28
25,25,29
26,13,30
34,16,12
35,17,14
28,16,19
29,16,9
