Id,count,people_v
1,16,30
52,26,39
50,23,49
51,26,56
2,21,49
56,19,31
3,27,39
5,34,51
8,34,40
4,24,56
41,23,59
53,30,51
6,22,31
49,18,31
7,23,46
57,19,46
42,25,27
40,32,31
45,23,30
9,33,66
10,22,38
11,21,31
38,32,28
54,23,38
46,32,39
55,24,48
12,28,48
13,18,25
47,23,16
48,19,25
14,22,30
22,23,31
44,14,26
15,17,26
19,21,39
43,31,40
16,31,39
18,26,18
21,23,30
27,15,19
17,29,45
33,15,24
39,20,63
20,23,16
36,24,29
37,17,32
30,20,10
23,32,40
24,15,15
31,21,12
32,14,28
25,13,29
26,13,30
34,15,12
35,19,14
28,17,19
29,26,9
