Id,count,people_v
1,20,30
52,22,39
50,26,49
51,28,56
2,28,49
56,22,31
3,20,39
5,28,51
8,25,40
4,23,56
41,20,59
53,26,51
6,21,31
49,17,31
7,19,46
57,19,46
42,25,27
40,31,31
45,25,30
9,32,66
10,28,38
11,21,31
38,22,28
54,19,38
46,31,39
55,31,48
12,34,48
13,29,25
47,21,16
48,21,25
14,26,30
22,30,31
44,13,26
15,12,26
19,25,39
43,23,40
16,34,39
18,23,18
21,25,30
27,21,19
17,23,45
33,26,24
39,18,63
20,20,16
36,13,29
37,24,32
30,24,10
23,26,40
24,21,15
31,24,12
32,24,28
25,27,29
26,15,30
34,19,12
35,16,14
28,17,19
29,16,9
