Id,count,people_v
1,18,30
52,24,39
50,22,49
51,21,56
2,23,49
56,21,31
3,31,39
5,36,51
8,37,40
4,20,56
41,25,59
53,30,51
6,20,31
49,20,31
7,21,46
57,19,46
42,26,27
40,42,31
45,13,30
9,41,66
10,28,38
11,26,31
38,37,28
54,29,38
46,28,39
55,22,48
12,22,48
13,20,25
47,12,16
48,22,25
14,10,30
22,21,31
44,11,26
15,15,26
19,19,39
43,31,40
16,33,39
18,32,18
21,19,30
27,22,19
17,38,45
33,29,24
39,15,63
20,12,16
36,16,29
37,12,32
30,21,10
23,34,40
24,19,15
31,23,12
32,22,28
25,26,29
26,25,30
34,26,12
35,17,14
28,19,19
29,19,9
