Id,count,people_v
1,21,30
52,31,39
50,22,49
51,27,56
2,19,49
56,14,31
3,27,39
5,28,51
8,22,40
4,20,56
41,14,59
53,25,51
6,23,31
49,30,31
7,30,46
57,27,46
42,30,27
40,22,31
45,21,30
9,30,66
10,31,38
11,26,31
38,15,28
54,19,38
46,28,39
55,18,48
12,21,48
13,31,25
47,21,16
48,26,25
14,26,30
22,28,31
44,17,26
15,17,26
19,24,39
43,27,40
16,34,39
18,18,18
21,28,30
27,19,19
17,19,45
33,13,24
39,18,63
20,20,16
36,29,29
37,26,32
30,24,10
23,34,40
24,16,15
31,25,12
32,13,28
25,13,29
26,12,30
34,17,12
35,20,14
28,23,19
29,28,9
