Id,count,people_v
1,17,30
52,28,39
50,22,49
51,18,56
2,19,49
56,18,31
3,33,39
5,38,51
8,34,40
4,21,56
41,18,59
53,36,51
6,18,31
49,20,31
7,32,46
57,32,46
42,32,27
40,40,31
45,22,30
9,36,66
10,26,38
11,31,31
38,31,28
54,23,38
46,29,39
55,22,48
12,19,48
13,22,25
47,16,16
48,20,25
14,24,30
22,22,31
44,10,26
15,14,26
19,28,39
43,28,40
16,28,39
18,24,18
21,16,30
27,14,19
17,36,45
33,22,24
39,22,63
20,17,16
36,21,29
37,15,32
30,14,10
23,28,40
24,20,15
31,15,12
32,18,28
25,28,29
26,15,30
34,10,12
35,19,14
28,26,19
29,21,9
