Id,count,people_v
1,12,30
52,21,39
50,20,49
51,18,56
2,22,49
56,21,31
3,25,39
5,35,51
8,27,40
4,19,56
41,15,59
53,32,51
6,19,31
49,15,31
7,18,46
57,23,46
42,17,27
40,33,31
45,22,30
9,37,66
10,22,38
11,37,31
38,18,28
54,18,38
46,27,39
55,34,48
12,33,48
13,20,25
47,20,16
48,13,25
14,24,30
22,30,31
44,24,26
15,21,26
19,38,39
43,30,40
16,29,39
18,10,18
21,17,30
27,10,19
17,26,45
33,26,24
39,33,63
20,21,16
36,21,29
37,16,32
30,23,10
23,35,40
24,25,15
31,26,12
32,25,28
25,31,29
26,18,30
34,13,12
35,24,14
28,26,19
29,26,9
