Id,count,people_v
1,30,30
52,29,39
50,20,49
51,29,56
2,20,49
56,18,31
3,26,39
5,15,51
8,32,40
4,26,56
41,19,59
53,18,51
6,17,31
49,17,31
7,18,46
57,17,46
42,16,27
40,35,31
45,18,30
9,41,66
10,27,38
11,23,31
38,34,28
54,24,38
46,26,39
55,25,48
12,25,48
13,16,25
47,20,16
48,14,25
14,20,30
22,31,31
44,14,26
15,14,26
19,20,39
43,27,40
16,28,39
18,28,18
21,14,30
27,40,19
17,39,45
33,33,24
39,21,63
20,16,16
36,19,29
37,13,32
30,24,10
23,33,40
24,16,15
31,26,12
32,16,28
25,37,29
26,38,30
34,38,12
35,25,14
28,19,19
29,21,9
