Id,count,people_v
1,18,30
52,21,39
50,18,49
51,25,56
2,14,49
56,14,31
3,29,39
5,30,51
8,27,40
4,22,56
41,21,59
53,33,51
6,16,31
49,18,31
7,31,46
57,30,46
42,25,27
40,26,31
45,20,30
9,36,66
10,31,38
11,28,31
38,30,28
54,29,38
46,27,39
55,20,48
12,18,48
13,20,25
47,17,16
48,21,25
14,19,30
22,27,31
44,24,26
15,25,26
19,30,39
43,36,40
16,29,39
18,19,18
21,27,30
27,23,19
17,30,45
33,25,24
39,29,63
20,19,16
36,24,29
37,25,32
30,20,10
23,37,40
24,18,15
31,20,12
32,13,28
25,27,29
26,19,30
34,17,12
35,23,14
28,23,19
29,21,9
