Id,count,people_v
1,11,30
52,17,39
50,19,49
51,24,56
2,20,49
56,17,31
3,19,39
5,34,51
8,28,40
4,25,56
41,19,59
53,32,51
6,23,31
49,28,31
7,33,46
57,33,46
42,35,27
40,24,31
45,24,30
9,36,66
10,27,38
11,19,31
38,15,28
54,25,38
46,15,39
55,22,48
12,22,48
13,17,25
47,18,16
48,18,25
14,21,30
22,22,31
44,19,26
15,15,26
19,27,39
43,28,40
16,16,39
18,13,18
21,24,30
27,28,19
17,20,45
33,25,24
39,28,63
20,28,16
36,35,29
37,18,32
30,19,10
23,29,40
24,19,15
31,18,12
32,15,28
25,30,29
26,29,30
34,28,12
35,41,14
28,39,19
29,41,9
