Id,count,people_v
1,21,30
52,28,39
50,24,49
51,20,56
2,21,49
56,17,31
3,37,39
5,30,51
8,27,40
4,15,56
41,13,59
53,24,51
6,17,31
49,17,31
7,23,46
57,19,46
42,23,27
40,33,31
45,18,30
9,30,66
10,23,38
11,24,31
38,28,28
54,23,38
46,30,39
55,27,48
12,28,48
13,13,25
47,22,16
48,14,25
14,19,30
22,24,31
44,17,26
15,16,26
19,25,39
43,37,40
16,30,39
18,28,18
21,24,30
27,23,19
17,32,45
33,22,24
39,22,63
20,27,16
36,26,29
37,18,32
30,19,10
23,32,40
24,19,15
31,18,12
32,16,28
25,23,29
26,23,30
34,23,12
35,30,14
28,22,19
29,26,9
