Id,count,people_v
1,22,30
52,28,39
50,23,49
51,33,56
2,22,49
56,11,31
3,35,39
5,28,51
8,30,40
4,26,56
41,19,59
53,26,51
6,18,31
49,16,31
7,21,46
57,19,46
42,21,27
40,26,31
45,18,30
9,28,66
10,30,38
11,22,31
38,31,28
54,29,38
46,28,39
55,31,48
12,24,48
13,20,25
47,12,16
48,16,25
14,19,30
22,34,31
44,9,26
15,11,26
19,20,39
43,31,40
16,31,39
18,16,18
21,21,30
27,22,19
17,31,45
33,29,24
39,19,63
20,13,16
36,21,29
37,22,32
30,28,10
23,35,40
24,23,15
31,27,12
32,22,28
25,26,29
26,25,30
34,22,12
35,26,14
28,24,19
29,24,9
