Id,count,people_v
1,20,30
52,29,39
50,19,49
51,25,56
2,14,49
56,8,31
3,30,39
5,33,51
8,31,40
4,28,56
41,23,59
53,35,51
6,10,31
49,13,31
7,31,46
57,31,46
42,31,27
40,26,31
45,20,30
9,30,66
10,32,38
11,24,31
38,36,28
54,30,38
46,33,39
55,25,48
12,25,48
13,24,25
47,19,16
48,23,25
14,14,30
22,14,31
44,15,26
15,15,26
19,29,39
43,28,40
16,28,39
18,32,18
21,23,30
27,15,19
17,41,45
33,33,24
39,28,63
20,20,16
36,20,29
37,25,32
30,13,10
23,29,40
24,27,15
31,13,12
32,24,28
25,34,29
26,21,30
34,17,12
35,17,14
28,18,19
29,23,9
