Id,count,people_v
1,21,30
52,29,39
50,23,49
51,27,56
2,19,49
56,11,31
3,30,39
5,29,51
8,20,40
4,25,56
41,18,59
53,28,51
6,17,31
49,26,31
7,35,46
57,30,46
42,30,27
40,22,31
45,23,30
9,29,66
10,16,38
11,22,31
38,12,28
54,19,38
46,26,39
55,32,48
12,24,48
13,23,25
47,21,16
48,25,25
14,21,30
22,32,31
44,23,26
15,20,26
19,27,39
43,36,40
16,30,39
18,20,18
21,22,30
27,16,19
17,16,45
33,24,24
39,25,63
20,17,16
36,18,29
37,19,32
30,24,10
23,35,40
24,27,15
31,23,12
32,24,28
25,28,29
26,19,30
34,17,12
35,16,14
28,18,19
29,20,9
