Id,count,people_v
1,22,30
52,27,39
50,18,49
51,26,56
2,17,49
56,14,31
3,27,39
5,19,51
8,38,40
4,25,56
41,20,59
53,19,51
6,18,31
49,21,31
7,22,46
57,20,46
42,28,27
40,40,31
45,22,30
9,40,66
10,27,38
11,23,31
38,32,28
54,27,38
46,22,39
55,26,48
12,23,48
13,23,25
47,23,16
48,24,25
14,21,30
22,24,31
44,11,26
15,15,26
19,17,39
43,32,40
16,23,39
18,18,18
21,18,30
27,18,19
17,39,45
33,27,24
39,16,63
20,22,16
36,23,29
37,20,32
30,15,10
23,39,40
24,29,15
31,14,12
32,22,28
25,34,29
26,29,30
34,23,12
35,25,14
28,22,19
29,25,9
