Id,count,people_v
1,16,30
52,23,39
50,19,49
51,22,56
2,19,49
56,14,31
3,27,39
5,24,51
8,28,40
4,23,56
41,17,59
53,27,51
6,18,31
49,22,31
7,32,46
57,34,46
42,31,27
40,33,31
45,23,30
9,31,66
10,22,38
11,30,31
38,15,28
54,24,38
46,25,39
55,31,48
12,27,48
13,25,25
47,13,16
48,27,25
14,20,30
22,21,31
44,15,26
15,16,26
19,23,39
43,31,40
16,29,39
18,15,18
21,16,30
27,31,19
17,25,45
33,31,24
39,22,63
20,13,16
36,17,29
37,14,32
30,16,10
23,33,40
24,28,15
31,22,12
32,25,28
25,32,29
26,26,30
34,24,12
35,29,14
28,28,19
29,27,9
