Id,count,people_v
1,15,30
52,23,39
50,17,49
51,22,56
2,17,49
56,21,31
3,22,39
5,28,51
8,26,40
4,18,56
41,14,59
53,33,51
6,23,31
49,26,31
7,33,46
57,27,46
42,33,27
40,33,31
45,22,30
9,37,66
10,24,38
11,30,31
38,25,28
54,23,38
46,23,39
55,32,48
12,41,48
13,27,25
47,16,16
48,24,25
14,20,30
22,20,31
44,15,26
15,13,26
19,24,39
43,26,40
16,20,39
18,16,18
21,18,30
27,18,19
17,21,45
33,16,24
39,18,63
20,20,16
36,25,29
37,20,32
30,18,10
23,34,40
24,21,15
31,22,12
32,24,28
25,26,29
26,23,30
34,20,12
35,26,14
28,27,19
29,27,9
