Id,count,people_v
1,15,30
52,20,39
50,18,49
51,21,56
2,13,49
56,12,31
3,25,39
5,39,51
8,35,40
4,28,56
41,23,59
53,41,51
6,12,31
49,16,31
7,27,46
57,28,46
42,32,27
40,36,31
45,23,30
9,42,66
10,25,38
11,34,31
38,27,28
54,22,38
46,38,39
55,30,48
12,29,48
13,27,25
47,17,16
48,26,25
14,23,30
22,25,31
44,17,26
15,17,26
19,24,39
43,28,40
16,34,39
18,28,18
21,22,30
27,15,19
17,31,45
33,20,24
39,25,63
20,17,16
36,23,29
37,22,32
30,13,10
23,25,40
24,17,15
31,12,12
32,13,28
25,19,29
26,19,30
34,16,12
35,22,14
28,19,19
29,19,9
