Id,count,people_v
1,16,30
52,25,39
50,22,49
51,24,56
2,19,49
56,16,31
3,25,39
5,33,51
8,31,40
4,25,56
41,23,59
53,29,51
6,19,31
49,22,31
7,34,46
57,25,46
42,37,27
40,28,31
45,22,30
9,28,66
10,32,38
11,29,31
38,18,28
54,28,38
46,23,39
55,35,48
12,37,48
13,22,25
47,23,16
48,20,25
14,22,30
22,34,31
44,14,26
15,12,26
19,20,39
43,24,40
16,26,39
18,16,18
21,22,30
27,12,19
17,23,45
33,25,24
39,16,63
20,20,16
36,20,29
37,15,32
30,26,10
23,27,40
24,18,15
31,27,12
32,17,28
25,26,29
26,19,30
34,15,12
35,20,14
28,19,19
29,23,9
