Id,count,people_v
1,16,30
52,28,39
50,23,49
51,23,56
2,17,49
56,14,31
3,36,39
5,39,51
8,35,40
4,22,56
41,25,59
53,36,51
6,12,31
49,14,31
7,24,46
57,30,46
42,22,27
40,33,31
45,20,30
9,36,66
10,31,38
11,16,31
38,29,28
54,32,38
46,27,39
55,19,48
12,18,48
13,18,25
47,22,16
48,17,25
14,16,30
22,26,31
44,17,26
15,14,26
19,25,39
43,28,40
16,28,39
18,25,18
21,27,30
27,17,19
17,33,45
33,18,24
39,26,63
20,23,16
36,26,29
37,28,32
30,19,10
23,29,40
24,13,15
31,19,12
32,13,28
25,17,29
26,13,30
34,17,12
35,25,14
28,28,19
29,30,9
