Id,count,people_v
1,20,30
52,29,39
50,21,49
51,30,56
2,18,49
56,16,31
3,36,39
5,30,51
8,38,40
4,23,56
41,15,59
53,26,51
6,20,31
49,19,31
7,25,46
57,25,46
42,20,27
40,40,31
45,28,30
9,40,66
10,22,38
11,27,31
38,24,28
54,19,38
46,28,39
55,26,48
12,26,48
13,29,25
47,12,16
48,24,25
14,25,30
22,27,31
44,12,26
15,11,26
19,21,39
43,27,40
16,26,39
18,15,18
21,18,30
27,16,19
17,31,45
33,22,24
39,13,63
20,14,16
36,23,29
37,19,32
30,19,10
23,32,40
24,21,15
31,20,12
32,23,28
25,28,29
26,23,30
34,16,12
35,23,14
28,18,19
29,23,9
