Id,count,people_v
1,18,30
52,29,39
50,25,49
51,28,56
2,22,49
56,14,31
3,31,39
5,33,51
8,29,40
4,28,56
41,21,59
53,33,51
6,17,31
49,20,31
7,29,46
57,23,46
42,28,27
40,35,31
45,24,30
9,33,66
10,22,38
11,20,31
38,28,28
54,21,38
46,25,39
55,20,48
12,15,48
13,13,25
47,13,16
48,13,25
14,20,30
22,25,31
44,18,26
15,14,26
19,24,39
43,36,40
16,27,39
18,27,18
21,21,30
27,18,19
17,24,45
33,29,24
39,24,63
20,19,16
36,23,29
37,23,32
30,19,10
23,39,40
24,21,15
31,20,12
32,17,28
25,29,29
26,22,30
34,17,12
35,30,14
28,29,19
29,25,9
