Id,count,people_v
1,16,30
52,20,39
50,14,49
51,22,56
2,16,49
56,11,31
3,21,39
5,40,51
8,24,40
4,19,56
41,21,59
53,36,51
6,17,31
49,22,31
7,38,46
57,38,46
42,33,27
40,38,31
45,21,30
9,38,66
10,25,38
11,25,31
38,40,28
54,23,38
46,32,39
55,25,48
12,24,48
13,17,25
47,21,16
48,16,25
14,18,30
22,26,31
44,17,26
15,19,26
19,37,39
43,29,40
16,28,39
18,33,18
21,20,30
27,14,19
17,42,45
33,28,24
39,31,63
20,22,16
36,15,29
37,22,32
30,18,10
23,31,40
24,25,15
31,18,12
32,20,28
25,26,29
26,18,30
34,16,12
35,16,14
28,15,19
29,16,9
