Id,count,people_v
1,22,30
52,28,39
50,19,49
51,28,56
2,18,49
56,18,31
3,30,39
5,25,51
8,29,40
4,25,56
41,21,59
53,24,51
6,21,31
49,26,31
7,26,46
57,25,46
42,32,27
40,37,31
45,24,30
9,27,66
10,22,38
11,22,31
38,17,28
54,28,38
46,31,39
55,28,48
12,25,48
13,21,25
47,19,16
48,22,25
14,22,30
22,25,31
44,20,26
15,20,26
19,28,39
43,34,40
16,32,39
18,20,18
21,20,30
27,14,19
17,20,45
33,17,24
39,25,63
20,19,16
36,20,29
37,23,32
30,18,10
23,33,40
24,23,15
31,18,12
32,17,28
25,24,29
26,18,30
34,14,12
35,17,14
28,17,19
29,17,9
