Id,count,people_v
1,9,30
52,14,39
50,17,49
51,18,56
2,9,49
56,9,31
3,32,39
5,40,51
8,39,40
4,27,56
41,28,59
53,41,51
6,12,31
49,22,31
7,24,46
57,27,46
42,25,27
40,37,31
45,22,30
9,40,66
10,34,38
11,25,31
38,33,28
54,37,38
46,20,39
55,20,48
12,20,48
13,16,25
47,13,16
48,19,25
14,29,30
22,30,31
44,19,26
15,15,26
19,29,39
43,39,40
16,22,39
18,18,18
21,19,30
27,20,19
17,29,45
33,24,24
39,26,63
20,13,16
36,19,29
37,18,32
30,29,10
23,41,40
24,30,15
31,33,12
32,26,28
25,27,29
26,14,30
34,23,12
35,22,14
28,23,19
29,20,9
