Id,count,people_v
1,26,30
52,32,39
50,23,49
51,26,56
2,24,49
56,15,31
3,33,39
5,29,51
8,31,40
4,25,56
41,23,59
53,25,51
6,18,31
49,14,31
7,27,46
57,29,46
42,26,27
40,43,31
45,29,30
9,41,66
10,22,38
11,34,31
38,25,28
54,23,38
46,32,39
55,26,48
12,18,48
13,26,25
47,16,16
48,29,25
14,26,30
22,24,31
44,16,26
15,13,26
19,21,39
43,21,40
16,30,39
18,15,18
21,14,30
27,26,19
17,28,45
33,22,24
39,20,63
20,16,16
36,13,29
37,11,32
30,15,10
23,25,40
24,15,15
31,15,12
32,11,28
25,23,29
26,20,30
34,21,12
35,18,14
28,17,19
29,17,9
