Id,count,people_v
1,18,30
52,23,39
50,21,49
51,28,56
2,11,49
56,16,31
3,28,39
5,33,51
8,26,40
4,27,56
41,28,59
53,35,51
6,15,31
49,21,31
7,35,46
57,33,46
42,35,27
40,31,31
45,19,30
9,39,66
10,29,38
11,24,31
38,31,28
54,30,38
46,32,39
55,27,48
12,26,48
13,23,25
47,20,16
48,21,25
14,21,30
22,25,31
44,10,26
15,8,26
19,14,39
43,30,40
16,34,39
18,14,18
21,20,30
27,14,19
17,27,45
33,20,24
39,14,63
20,21,16
36,18,29
37,19,32
30,22,10
23,30,40
24,20,15
31,21,12
32,19,28
25,20,29
26,18,30
34,13,12
35,22,14
28,23,19
29,21,9
