Id,count,people_v
1,19,30
52,33,39
50,20,49
51,33,56
2,16,49
56,14,31
3,41,39
5,28,51
8,29,40
4,24,56
41,19,59
53,23,51
6,17,31
49,26,31
7,23,46
57,18,46
42,29,27
40,33,31
45,17,30
9,35,66
10,25,38
11,29,31
38,23,28
54,23,38
46,25,39
55,29,48
12,26,48
13,28,25
47,20,16
48,27,25
14,14,30
22,21,31
44,5,26
15,10,26
19,24,39
43,23,40
16,24,39
18,15,18
21,25,30
27,21,19
17,26,45
33,20,24
39,22,63
20,23,16
36,30,29
37,26,32
30,15,10
23,27,40
24,20,15
31,15,12
32,20,28
25,24,29
26,22,30
34,23,12
35,26,14
28,30,19
29,34,9
