Id,count,people_v
1,20,30
52,27,39
50,20,49
51,22,56
2,20,49
56,14,31
3,29,39
5,33,51
8,39,40
4,20,56
41,18,59
53,31,51
6,14,31
49,21,31
7,29,46
57,28,46
42,28,27
40,30,31
45,15,30
9,28,66
10,30,38
11,24,31
38,22,28
54,32,38
46,34,39
55,34,48
12,32,48
13,24,25
47,23,16
48,25,25
14,12,30
22,17,31
44,7,26
15,8,26
19,19,39
43,20,40
16,28,39
18,18,18
21,16,30
27,34,19
17,22,45
33,30,24
39,18,63
20,21,16
36,24,29
37,16,32
30,11,10
23,25,40
24,20,15
31,11,12
32,21,28
25,34,29
26,36,30
34,31,12
35,31,14
28,24,19
29,23,9
