Id,count,people_v
1,12,30
52,23,39
50,18,49
51,21,56
2,14,49
56,11,31
3,25,39
5,31,51
8,29,40
4,24,56
41,21,59
53,34,51
6,12,31
49,21,31
7,34,46
57,37,46
42,30,27
40,40,31
45,20,30
9,37,66
10,28,38
11,25,31
38,19,28
54,27,38
46,21,39
55,28,48
12,28,48
13,15,25
47,17,16
48,16,25
14,18,30
22,29,31
44,14,26
15,14,26
19,25,39
43,25,40
16,23,39
18,17,18
21,22,30
27,33,19
17,22,45
33,33,24
39,21,63
20,19,16
36,22,29
37,18,32
30,21,10
23,31,40
24,27,15
31,20,12
32,27,28
25,34,29
26,32,30
34,29,12
35,30,14
28,28,19
29,25,9
