Id,count,people_v
1,17,30
52,33,39
50,25,49
51,27,56
2,26,49
56,15,31
3,37,39
5,36,51
8,45,40
4,23,56
41,16,59
53,29,51
6,14,31
49,13,31
7,22,46
57,18,46
42,20,27
40,40,31
45,20,30
9,37,66
10,26,38
11,25,31
38,22,28
54,27,38
46,20,39
55,28,48
12,24,48
13,20,25
47,7,16
48,17,25
14,21,30
22,23,31
44,20,26
15,17,26
19,24,39
43,38,40
16,20,39
18,9,18
21,18,30
27,32,19
17,18,45
33,18,24
39,20,63
20,9,16
36,23,29
37,16,32
30,18,10
23,41,40
24,26,15
31,22,12
32,19,28
25,27,29
26,25,30
34,26,12
35,24,14
28,21,19
29,24,9
