Id,count,people_v
1,23,30
52,29,39
50,27,49
51,20,56
2,17,49
56,15,31
3,34,39
5,30,51
8,29,40
4,19,56
41,16,59
53,34,51
6,8,31
49,17,31
7,28,46
57,33,46
42,29,27
40,33,31
45,19,30
9,36,66
10,37,38
11,23,31
38,34,28
54,30,38
46,29,39
55,20,48
12,18,48
13,11,25
47,17,16
48,11,25
14,16,30
22,23,31
44,17,26
15,15,26
19,32,39
43,36,40
16,32,39
18,24,18
21,25,30
27,17,19
17,35,45
33,29,24
39,25,63
20,19,16
36,17,29
37,20,32
30,20,10
23,39,40
24,27,15
31,21,12
32,18,28
25,27,29
26,16,30
34,16,12
35,21,14
28,23,19
29,22,9
