Id,count,people_v
1,21,30
52,24,39
50,21,49
51,33,56
2,22,49
56,21,31
3,25,39
5,28,51
8,30,40
4,25,56
41,23,59
53,35,51
6,21,31
49,22,31
7,28,46
57,30,46
42,32,27
40,38,31
45,16,30
9,47,66
10,26,38
11,20,31
38,28,28
54,28,38
46,27,39
55,24,48
12,22,48
13,24,25
47,10,16
48,23,25
14,20,30
22,26,31
44,12,26
15,14,26
19,26,39
43,28,40
16,23,39
18,15,18
21,12,30
27,20,19
17,27,45
33,19,24
39,26,63
20,13,16
36,20,29
37,12,32
30,20,10
23,35,40
24,18,15
31,23,12
32,16,28
25,22,29
26,23,30
34,22,12
35,23,14
28,21,19
29,21,9
